Unnamed: 0,Timestamp,LogLevel,Service,Message,RequestID,User,ClientIP,TimeTaken
97,2023-11-20T08:40:51.996899,WARNING,ServiceA,Resource Warnings,8806,User99,192.168.1.222,14ms
98,2023-11-20T08:40:52.011657,WARNING,ServiceD,Performance Warnings,4546,User68,192.168.1.223,99ms
99,2023-11-20T08:40:52.027403,INFO,ServiceC,Startup Messages,2289,User38,192.168.1.172,54ms
100,2023-11-20T08:40:52.043617,DEBUG,ServiceD,SQL Queries,6476,User22,192.168.1.64,97ms
101,2023-11-20T08:40:52.059635,INFO,ServiceC,Startup Messages,7923,User31,192.168.1.9,54ms
102,2023-11-20T08:40:52.074157,INFO,ServiceA,Startup Messages,6457,User40,192.168.1.40,55ms
103,2023-11-20T08:40:52.079071,FATAL,ServiceC,Data Corruption,4923,User10,192.168.1.79,69ms
104,2023-11-20T08:40:52.095703,DEBUG,ServiceD,SQL Queries,3740,User21,192.168.1.237,82ms
105,2023-11-20T08:40:52.111334,DEBUG,ServiceC,SQL Queries,3371,User81,192.168.1.82,80ms
106,2023-11-20T08:40:52.127532,INFO,ServiceD,Startup Messages,4518,User57,192.168.1.12,62ms
107,2023-11-20T08:40:52.143409,DEBUG,ServiceB,SQL Queries,9393,User1,192.168.1.110,40ms
108,2023-11-20T08:40:52.159451,ERROR,ServiceC,Critical Errors,1849,User97,192.168.1.64,15ms
109,2023-11-20T08:40:52.167718,DEBUG,ServiceD,Algorithm Steps,7402,User22,192.168.1.217,67ms
110,2023-11-20T08:40:52.179169,DEBUG,ServiceD,File I/O,8351,User79,192.168.1.76,55ms
111,2023-11-20T08:40:52.189966,INFO,ServiceC,Startup Messages,7155,User17,192.168.1.231,84ms
112,2023-11-20T08:40:52.198211,WARNING,ServiceD,Resource Warnings,8166,User31,192.168.1.124,66ms
113,2023-11-20T08:40:52.207580,INFO,ServiceA,Startup Messages,4734,User20,192.168.1.247,65ms
114,2023-11-20T08:40:52.223671,FATAL,ServiceC,Data Corruption,6842,User16,192.168.1.134,38ms
115,2023-11-20T08:40:52.243420,INFO,ServiceB,Startup Messages,4681,User85,192.168.1.217,21ms
116,2023-11-20T08:40:52.259453,DEBUG,ServiceA,Trace Information,5300,User98,192.168.1.218,26ms
117,2023-11-20T08:40:52.270450,INFO,ServiceC,Startup Messages,4726,User17,192.168.1.151,10ms
118,2023-11-20T08:40:52.278947,WARNING,ServiceB,Input Validation Warnings,1687,User89,192.168.1.248,94ms
119,2023-11-20T08:40:52.287586,ERROR,ServiceA,Database Errors,2809,User94,192.168.1.90,38ms
120,2023-11-20T08:40:52.295958,ERROR,ServiceB,Database Errors,2127,User52,192.168.1.54,11ms
121,2023-11-20T08:40:52.312085,INFO,ServiceD,Status Updates,7818,User8,192.168.1.34,92ms
122,2023-11-20T08:40:52.327835,FATAL,ServiceC,Crashes,6331,User87,192.168.1.251,47ms
123,2023-11-20T08:40:52.343851,INFO,ServiceA,Status Updates,9477,User83,192.168.1.93,99ms
124,2023-11-20T08:40:52.359982,WARNING,ServiceA,Input Validation Warnings,7566,User16,192.168.1.239,86ms
125,2023-11-20T08:40:52.375822,DEBUG,ServiceA,SQL Queries,9163,User8,192.168.1.216,43ms
126,2023-11-20T08:40:52.391555,DEBUG,ServiceC,Algorithm Steps,6132,User18,192.168.1.182,83ms
127,2023-11-20T08:40:52.400806,WARNING,ServiceA,Performance Warnings,8101,User11,192.168.1.198,51ms
128,2023-11-20T08:40:52.413462,INFO,ServiceC,Status Updates,8952,User22,192.168.1.122,49ms
129,2023-11-20T08:40:52.428655,INFO,ServiceC,Startup Messages,8619,User28,192.168.1.72,47ms
130,2023-11-20T08:40:52.434757,DEBUG,ServiceA,SQL Queries,6822,User68,192.168.1.177,46ms
131,2023-11-20T08:40:52.445192,DEBUG,ServiceD,SQL Queries,8099,User40,192.168.1.199,45ms
132,2023-11-20T08:40:52.457403,WARNING,ServiceB,Performance Warnings,7730,User5,192.168.1.174,87ms
133,2023-11-20T08:40:52.462449,FATAL,ServiceD,Crashes,6277,User39,192.168.1.242,41ms
134,2023-11-20T08:40:52.477924,DEBUG,ServiceC,Algorithm Steps,5726,User72,192.168.1.145,30ms
135,2023-11-20T08:40:52.493940,WARNING,ServiceD,Resource Warnings,1523,User19,192.168.1.182,27ms
136,2023-11-20T08:40:52.509969,DEBUG,ServiceB,Trace Information,9162,User37,192.168.1.43,60ms
137,2023-11-20T08:40:52.525743,INFO,ServiceD,Startup Messages,9396,User30,192.168.1.51,32ms
138,2023-11-20T08:40:52.541502,WARNING,ServiceD,Input Validation Warnings,8613,User47,192.168.1.145,94ms
139,2023-11-20T08:40:52.549953,FATAL,ServiceA,Crashes,8829,User79,192.168.1.87,88ms
140,2023-11-20T08:40:52.562403,ERROR,ServiceA,Database Errors,4303,User28,192.168.1.206,38ms
141,2023-11-20T08:40:52.577623,WARNING,ServiceD,Performance Warnings,8492,User33,192.168.1.12,50ms
142,2023-11-20T08:40:52.593314,ERROR,ServiceA,Critical Errors,8282,User54,192.168.1.74,42ms
143,2023-11-20T08:40:52.609144,INFO,ServiceB,Startup Messages,4798,User9,192.168.1.201,79ms
144,2023-11-20T08:40:52.624899,WARNING,ServiceD,Resource Warnings,5552,User78,192.168.1.102,82ms
145,2023-11-20T08:40:52.640920,WARNING,ServiceD,Resource Warnings,1850,User7,192.168.1.105,68ms
146,2023-11-20T08:40:52.651502,WARNING,ServiceA,Input Validation Warnings,2206,User51,192.168.1.232,74ms
147,2023-11-20T08:40:52.665100,ERROR,ServiceD,Database Errors,9704,User68,192.168.1.31,24ms
148,2023-11-20T08:40:52.679083,INFO,ServiceB,Startup Messages,7974,User96,192.168.1.239,96ms
149,2023-11-20T08:40:52.694453,DEBUG,ServiceD,SQL Queries,3592,User58,192.168.1.109,30ms
150,2023-11-20T08:40:52.710329,INFO,ServiceB,Status Updates,1318,User52,192.168.1.43,55ms
151,2023-11-20T08:40:52.726445,INFO,ServiceC,Startup Messages,3052,User25,192.168.1.122,14ms
152,2023-11-20T08:40:52.742362,WARNING,ServiceD,Resource Warnings,7936,User57,192.168.1.186,63ms
153,2023-11-20T08:40:52.757616,INFO,ServiceB,Startup Messages,7493,User52,192.168.1.130,87ms
154,2023-11-20T08:40:52.773465,ERROR,ServiceA,Database Errors,1437,User87,192.168.1.135,50ms
155,2023-11-20T08:40:52.785494,WARNING,ServiceB,Input Validation Warnings,6578,User28,192.168.1.131,42ms
156,2023-11-20T08:40:52.795694,INFO,ServiceC,Status Updates,5055,User42,192.168.1.42,82ms
157,2023-11-20T08:40:52.811759,ERROR,ServiceB,Database Errors,5816,User68,192.168.1.213,100ms
158,2023-11-20T08:40:52.819646,WARNING,ServiceA,Input Validation Warnings,9817,User71,192.168.1.27,79ms
159,2023-11-20T08:40:52.829131,WARNING,ServiceB,Performance Warnings,5553,User68,192.168.1.247,44ms
160,2023-11-20T08:40:52.837454,WARNING,ServiceB,Performance Warnings,4711,User29,192.168.1.225,59ms
161,2023-11-20T08:40:52.849908,FATAL,ServiceC,Data Corruption,1187,User17,192.168.1.118,26ms
162,2023-11-20T08:40:52.861136,ERROR,ServiceD,Critical Errors,5745,User9,192.168.1.30,69ms
163,2023-11-20T08:40:52.876790,DEBUG,ServiceB,SQL Queries,8841,User97,192.168.1.233,64ms
164,2023-11-20T08:40:52.892791,DEBUG,ServiceC,File I/O,3507,User89,192.168.1.151,18ms
165,2023-11-20T08:40:52.908664,FATAL,ServiceD,Data Corruption,1520,User47,192.168.1.73,29ms
166,2023-11-20T08:40:52.924685,DEBUG,ServiceB,File I/O,8134,User93,192.168.1.105,56ms
167,2023-11-20T08:40:52.939993,FATAL,ServiceC,Data Corruption,7743,User59,192.168.1.79,92ms
168,2023-11-20T08:40:52.948601,FATAL,ServiceB,Data Corruption,9616,User10,192.168.1.249,54ms
169,2023-11-20T08:40:52.962368,WARNING,ServiceD,Performance Warnings,6241,User20,192.168.1.191,47ms
170,2023-11-20T08:40:52.978175,INFO,ServiceA,Startup Messages,3650,User12,192.168.1.18,43ms
171,2023-11-20T08:40:52.993991,FATAL,ServiceA,Crashes,7800,User76,192.168.1.45,54ms
172,2023-11-20T08:40:53.009778,FATAL,ServiceB,Data Corruption,4599,User13,192.168.1.210,75ms
173,2023-11-20T08:40:53.025549,WARNING,ServiceB,Resource Warnings,1251,User88,192.168.1.150,15ms
174,2023-11-20T08:40:53.033452,ERROR,ServiceB,Critical Errors,5230,User45,192.168.1.201,16ms
175,2023-11-20T08:40:53.045636,INFO,ServiceB,Status Updates,4265,User4,192.168.1.15,99ms
176,2023-11-20T08:40:53.062211,DEBUG,ServiceA,Algorithm Steps,4469,User33,192.168.1.22,74ms
177,2023-11-20T08:40:53.077325,WARNING,ServiceD,Performance Warnings,5656,User53,192.168.1.28,79ms
178,2023-11-20T08:40:53.093047,INFO,ServiceA,Status Updates,8448,User39,192.168.1.46,56ms
179,2023-11-20T08:40:53.108963,DEBUG,ServiceA,Trace Information,2504,User42,192.168.1.211,86ms
180,2023-11-20T08:40:53.124767,DEBUG,ServiceC,SQL Queries,7441,User5,192.168.1.98,61ms
181,2023-11-20T08:40:53.140766,DEBUG,ServiceD,Algorithm Steps,4762,User76,192.168.1.125,18ms
182,2023-11-20T08:40:53.156477,ERROR,ServiceD,Database Errors,1532,User47,192.168.1.74,98ms
183,2023-11-20T08:40:53.165945,DEBUG,ServiceB,SQL Queries,8423,User92,192.168.1.45,18ms
184,2023-11-20T08:40:53.178196,WARNING,ServiceD,Performance Warnings,6060,User19,192.168.1.65,39ms
185,2023-11-20T08:40:53.186530,WARNING,ServiceB,Input Validation Warnings,2740,User43,192.168.1.33,29ms
186,2023-11-20T08:40:53.194416,DEBUG,ServiceC,Trace Information,2398,User71,192.168.1.243,69ms
187,2023-11-20T08:40:53.203428,INFO,ServiceD,Startup Messages,4140,User66,192.168.1.138,26ms
188,2023-11-20T08:40:53.212705,INFO,ServiceA,Startup Messages,4432,User24,192.168.1.52,99ms
189,2023-11-20T08:40:53.219604,WARNING,ServiceC,Performance Warnings,5291,User89,192.168.1.50,21ms
190,2023-11-20T08:40:53.228506,DEBUG,ServiceC,File I/O,7678,User22,192.168.1.23,67ms
191,2023-11-20T08:40:53.237497,WARNING,ServiceD,Resource Warnings,2723,User9,192.168.1.85,53ms
192,2023-11-20T08:40:53.252846,DEBUG,ServiceC,SQL Queries,2346,User3,192.168.1.198,72ms
193,2023-11-20T08:40:53.268925,WARNING,ServiceD,Input Validation Warnings,3611,User36,192.168.1.153,63ms
194,2023-11-20T08:40:53.277925,DEBUG,ServiceD,File I/O,7316,User51,192.168.1.44,19ms
195,2023-11-20T08:40:53.293712,WARNING,ServiceB,Performance Warnings,2571,User79,192.168.1.23,51ms
196,2023-11-20T08:40:53.302516,WARNING,ServiceC,Resource Warnings,8828,User93,192.168.1.68,59ms
197,2023-11-20T08:40:53.311061,ERROR,ServiceA,Critical Errors,8226,User6,192.168.1.252,60ms
198,2023-11-20T08:40:53.325160,WARNING,ServiceB,Performance Warnings,1059,User28,192.168.1.51,96ms
199,2023-11-20T08:40:53.340966,DEBUG,ServiceB,Algorithm Steps,1156,User2,192.168.1.165,92ms
200,2023-11-20T08:40:53.356850,FATAL,ServiceC,Data Corruption,9041,User35,192.168.1.113,63ms
201,2023-11-20T08:40:53.365883,WARNING,ServiceB,Performance Warnings,8510,User25,192.168.1.231,29ms
202,2023-11-20T08:40:53.378840,FATAL,ServiceB,Data Corruption,5084,User87,192.168.1.182,74ms
203,2023-11-20T08:40:53.394447,INFO,ServiceA,Startup Messages,8439,User97,192.168.1.240,81ms
204,2023-11-20T08:40:53.410234,WARNING,ServiceA,Performance Warnings,8924,User6,192.168.1.14,52ms
205,2023-11-20T08:40:53.419082,WARNING,ServiceC,Performance Warnings,8569,User66,192.168.1.112,68ms
206,2023-11-20T08:40:53.427621,ERROR,ServiceB,Critical Errors,7719,User46,192.168.1.222,72ms
207,2023-11-20T08:40:53.443454,DEBUG,ServiceA,File I/O,2997,User2,192.168.1.92,55ms
208,2023-11-20T08:40:53.459429,DEBUG,ServiceA,SQL Queries,5790,User19,192.168.1.146,52ms
209,2023-11-20T08:40:53.475380,FATAL,ServiceB,Crashes,2144,User23,192.168.1.29,86ms
210,2023-11-20T08:40:53.491027,FATAL,ServiceC,Data Corruption,3965,User34,192.168.1.194,95ms
211,2023-11-20T08:40:53.507054,DEBUG,ServiceC,Trace Information,6272,User64,192.168.1.249,75ms
212,2023-11-20T08:40:53.515744,FATAL,ServiceB,Crashes,5370,User69,192.168.1.34,25ms
213,2023-11-20T08:40:53.528612,WARNING,ServiceA,Resource Warnings,6107,User76,192.168.1.148,66ms
214,2023-11-20T08:40:53.544192,ERROR,ServiceD,Database Errors,5909,User51,192.168.1.142,27ms
215,2023-11-20T08:40:53.561936,INFO,ServiceA,Status Updates,3497,User90,192.168.1.129,63ms
216,2023-11-20T08:40:53.576189,WARNING,ServiceA,Performance Warnings,7456,User62,192.168.1.185,59ms
217,2023-11-20T08:40:53.591890,WARNING,ServiceD,Resource Warnings,6281,User24,192.168.1.137,84ms
218,2023-11-20T08:40:53.604046,DEBUG,ServiceC,Trace Information,2906,User99,192.168.1.204,80ms
219,2023-11-20T08:40:53.610811,INFO,ServiceC,Startup Messages,9750,User76,192.168.1.21,85ms
220,2023-11-20T08:40:53.626452,ERROR,ServiceD,Critical Errors,2920,User18,192.168.1.227,63ms
221,2023-11-20T08:40:53.642506,INFO,ServiceB,Status Updates,8374,User13,192.168.1.148,84ms
222,2023-11-20T08:40:53.658286,ERROR,ServiceA,Database Errors,2187,User38,192.168.1.118,20ms
223,2023-11-20T08:40:53.673984,FATAL,ServiceC,Data Corruption,9902,User62,192.168.1.89,12ms
224,2023-11-20T08:40:53.682076,DEBUG,ServiceB,File I/O,2779,User7,192.168.1.244,18ms
225,2023-11-20T08:40:53.695004,FATAL,ServiceC,Data Corruption,8936,User11,192.168.1.36,56ms
226,2023-11-20T08:40:53.711654,WARNING,ServiceD,Input Validation Warnings,2060,User71,192.168.1.97,49ms
227,2023-11-20T08:40:53.728373,DEBUG,ServiceD,SQL Queries,3906,User49,192.168.1.64,69ms
228,2023-11-20T08:40:53.742524,FATAL,ServiceD,Data Corruption,9905,User88,192.168.1.242,12ms
229,2023-11-20T08:40:53.758480,ERROR,ServiceD,Database Errors,7353,User92,192.168.1.209,50ms
230,2023-11-20T08:40:53.774458,INFO,ServiceC,Startup Messages,3353,User90,192.168.1.19,72ms
231,2023-11-20T08:40:53.790164,DEBUG,ServiceC,File I/O,3762,User24,192.168.1.102,44ms
232,2023-11-20T08:40:53.803921,WARNING,ServiceB,Performance Warnings,3400,User69,192.168.1.115,96ms
233,2023-11-20T08:40:53.814946,ERROR,ServiceD,Critical Errors,8628,User58,192.168.1.188,21ms
234,2023-11-20T08:40:53.826756,WARNING,ServiceD,Input Validation Warnings,9010,User79,192.168.1.124,95ms
235,2023-11-20T08:40:53.843412,ERROR,ServiceC,Database Errors,8331,User24,192.168.1.25,57ms
236,2023-11-20T08:40:53.858752,WARNING,ServiceB,Performance Warnings,2910,User88,192.168.1.128,76ms
237,2023-11-20T08:40:53.874640,ERROR,ServiceB,Critical Errors,3473,User98,192.168.1.164,71ms
238,2023-11-20T08:40:53.890597,INFO,ServiceA,Startup Messages,6771,User99,192.168.1.9,99ms
239,2023-11-20T08:40:53.907144,ERROR,ServiceA,Database Errors,1224,User61,192.168.1.37,88ms
240,2023-11-20T08:40:53.914523,WARNING,ServiceC,Resource Warnings,9526,User51,192.168.1.182,38ms
241,2023-11-20T08:40:53.927295,INFO,ServiceC,Startup Messages,2486,User55,192.168.1.53,47ms
242,2023-11-20T08:40:53.942775,ERROR,ServiceB,Database Errors,7475,User5,192.168.1.146,32ms
243,2023-11-20T08:40:53.958924,INFO,ServiceA,Startup Messages,2348,User41,192.168.1.179,27ms
244,2023-11-20T08:40:53.974799,ERROR,ServiceD,Database Errors,1794,User88,192.168.1.91,20ms
245,2023-11-20T08:40:53.985169,WARNING,ServiceC,Performance Warnings,5866,User22,192.168.1.179,50ms
246,2023-11-20T08:40:53.994750,FATAL,ServiceD,Crashes,8028,User80,192.168.1.225,49ms
247,2023-11-20T08:40:54.010469,INFO,ServiceC,Startup Messages,8372,User1,192.168.1.22,23ms
248,2023-11-20T08:40:54.026077,INFO,ServiceA,Status Updates,3065,User10,192.168.1.55,63ms
249,2023-11-20T08:40:54.042002,DEBUG,ServiceD,Trace Information,5667,User100,192.168.1.1,42ms
250,2023-11-20T08:40:54.057913,WARNING,ServiceA,Input Validation Warnings,4979,User74,192.168.1.201,67ms
251,2023-11-20T08:40:54.073569,WARNING,ServiceD,Performance Warnings,2244,User52,192.168.1.20,38ms
252,2023-11-20T08:40:54.089431,DEBUG,ServiceA,File I/O,1141,User92,192.168.1.153,58ms
253,2023-11-20T08:40:54.098159,DEBUG,ServiceA,Algorithm Steps,2250,User21,192.168.1.166,81ms
254,2023-11-20T08:40:54.111352,DEBUG,ServiceA,SQL Queries,8073,User15,192.168.1.92,48ms
255,2023-11-20T08:40:54.128087,INFO,ServiceD,Startup Messages,4420,User82,192.168.1.90,92ms
256,2023-11-20T08:40:54.142698,INFO,ServiceA,Startup Messages,3821,User18,192.168.1.252,50ms
